file_id,season,bat_first_team,bat_second_team,bat_first_won,prob_bat_first,predicted_winner,correct,confidence
392208,2009,Mumbai Indians,Royal Challengers Bengaluru,0,0.125,Royal Challengers Bengaluru,1,0.875
392207,2009,Kolkata Knight Riders,Kings XI Punjab,0,0.8359375,Kolkata Knight Riders,0,0.8359375
392209,2009,Chennai Super Kings,Deccan Chargers,1,0.9285714285714286,Chennai Super Kings,1,0.9285714285714286
392210,2009,Rajasthan Royals,Kings XI Punjab,1,0.8359375,Rajasthan Royals,1,0.8359375
392211,2009,Kolkata Knight Riders,Delhi Capitals,0,0.3,Delhi Capitals,1,0.7
392212,2009,Deccan Chargers,Mumbai Indians,1,0.8359375,Deccan Chargers,1,0.8359375
392213,2009,Royal Challengers Bengaluru,Rajasthan Royals,0,0.2222222222222222,Rajasthan Royals,1,0.7777777777777778
392214,2009,Chennai Super Kings,Kings XI Punjab,1,0.43902439024390244,Kings XI Punjab,0,0.5609756097560976
392215,2009,Mumbai Indians,Delhi Capitals,0,0.125,Delhi Capitals,1,0.875
392216,2009,Deccan Chargers,Kings XI Punjab,0,0.6896551724137931,Deccan Chargers,0,0.6896551724137931
392217,2009,Rajasthan Royals,Chennai Super Kings,0,0.23076923076923078,Chennai Super Kings,1,0.7692307692307692
392218,2009,Mumbai Indians,Royal Challengers Bengaluru,1,0.43902439024390244,Royal Challengers Bengaluru,0,0.5609756097560976
392219,2009,Kolkata Knight Riders,Delhi Capitals,0,0.125,Delhi Capitals,1,0.875
392220,2009,Deccan Chargers,Rajasthan Royals,1,0.918918918918919,Deccan Chargers,1,0.918918918918919
392221,2009,Kolkata Knight Riders,Royal Challengers Bengaluru,0,0.125,Royal Challengers Bengaluru,1,0.875
392222,2009,Kings XI Punjab,Mumbai Indians,0,0.125,Mumbai Indians,1,0.875
392223,2009,Delhi Capitals,Deccan Chargers,1,0.8359375,Delhi Capitals,1,0.8359375
392224,2009,Chennai Super Kings,Royal Challengers Bengaluru,0,0.125,Royal Challengers Bengaluru,1,0.875
392225,2009,Rajasthan Royals,Mumbai Indians,1,0.6896551724137931,Rajasthan Royals,1,0.6896551724137931
392226,2009,Delhi Capitals,Kings XI Punjab,0,0.05,Kings XI Punjab,1,0.95
392227,2009,Mumbai Indians,Chennai Super Kings,0,0.43902439024390244,Chennai Super Kings,1,0.5609756097560976
392228,2009,Kolkata Knight Riders,Deccan Chargers,0,0.6153846153846154,Kolkata Knight Riders,0,0.6153846153846154
392229,2009,Kings XI Punjab,Deccan Chargers,1,0.7619047619047619,Kings XI Punjab,1,0.7619047619047619
392230,2009,Delhi Capitals,Rajasthan Royals,1,0.95,Delhi Capitals,1,0.95
392231,2009,Chennai Super Kings,Kolkata Knight Riders,0,0.125,Kolkata Knight Riders,1,0.875
392232,2009,Delhi Capitals,Royal Challengers Bengaluru,0,0.15384615384615385,Royal Challengers Bengaluru,1,0.8461538461538461
392233,2009,Rajasthan Royals,Kolkata Knight Riders,0,0.125,Kolkata Knight Riders,1,0.875
392234,2009,Chennai Super Kings,Kings XI Punjab,1,0.3188405797101449,Kings XI Punjab,0,0.6811594202898551
392236,2009,Royal Challengers Bengaluru,Deccan Chargers,1,0.6896551724137931,Royal Challengers Bengaluru,1,0.6896551724137931
392235,2009,Mumbai Indians,Delhi Capitals,0,0.5074626865671642,Mumbai Indians,0,0.5074626865671642
392237,2009,Delhi Capitals,Deccan Chargers,0,0.125,Deccan Chargers,1,0.875
392238,2009,Chennai Super Kings,Royal Challengers Bengaluru,0,0.26666666666666666,Royal Challengers Bengaluru,1,0.7333333333333334
392239,2009,Deccan Chargers,Royal Challengers Bengaluru,1,0.8359375,Deccan Chargers,1,0.8359375
419106,2010,Kolkata Knight Riders,Deccan Chargers,1,0.6415094339622641,Kolkata Knight Riders,1,0.6415094339622641
419107,2010,Mumbai Indians,Rajasthan Royals,1,0.43902439024390244,Rajasthan Royals,0,0.5609756097560976
419108,2010,Kings XI Punjab,Delhi Capitals,0,0.125,Delhi Capitals,1,0.875
419109,2010,Royal Challengers Bengaluru,Kolkata Knight Riders,0,0.6896551724137931,Royal Challengers Bengaluru,0,0.6896551724137931
419110,2010,Deccan Chargers,Chennai Super Kings,1,0.8359375,Deccan Chargers,1,0.8359375
419111,2010,Rajasthan Royals,Delhi Capitals,0,0.125,Delhi Capitals,1,0.875
419112,2010,Kings XI Punjab,Royal Challengers Bengaluru,0,0.125,Royal Challengers Bengaluru,1,0.875
419113,2010,Chennai Super Kings,Kolkata Knight Riders,1,0.5074626865671642,Chennai Super Kings,1,0.5074626865671642
419114,2010,Mumbai Indians,Delhi Capitals,1,0.8359375,Mumbai Indians,1,0.8359375
419115,2010,Rajasthan Royals,Royal Challengers Bengaluru,0,0.05,Royal Challengers Bengaluru,1,0.95
419116,2010,Delhi Capitals,Chennai Super Kings,0,0.26666666666666666,Chennai Super Kings,1,0.7333333333333334
419117,2010,Deccan Chargers,Kings XI Punjab,1,0.7619047619047619,Deccan Chargers,1,0.7619047619047619
419119,2010,Mumbai Indians,Royal Challengers Bengaluru,0,0.125,Royal Challengers Bengaluru,1,0.875
419118,2010,Rajasthan Royals,Kolkata Knight Riders,1,0.6415094339622641,Rajasthan Royals,1,0.6415094339622641
419121,2010,Kings XI Punjab,Chennai Super Kings,0,0.6896551724137931,Kings XI Punjab,0,0.6896551724137931
419120,2010,Deccan Chargers,Delhi Capitals,1,0.918918918918919,Deccan Chargers,1,0.918918918918919
419122,2010,Kolkata Knight Riders,Mumbai Indians,0,0.23076923076923078,Mumbai Indians,1,0.7692307692307692
419123,2010,Royal Challengers Bengaluru,Chennai Super Kings,1,0.918918918918919,Royal Challengers Bengaluru,1,0.918918918918919
419124,2010,Rajasthan Royals,Kings XI Punjab,1,0.918918918918919,Rajasthan Royals,1,0.918918918918919
419125,2010,Chennai Super Kings,Mumbai Indians,0,0.5074626865671642,Chennai Super Kings,0,0.5074626865671642
419128,2010,Delhi Capitals,Royal Challengers Bengaluru,1,0.8359375,Delhi Capitals,1,0.8359375
419126,2010,Deccan Chargers,Rajasthan Royals,0,0.125,Rajasthan Royals,1,0.875
419127,2010,Kolkata Knight Riders,Kings XI Punjab,1,0.43902439024390244,Kings XI Punjab,0,0.5609756097560976
419129,2010,Rajasthan Royals,Chennai Super Kings,1,0.8359375,Rajasthan Royals,1,0.8359375
419130,2010,Mumbai Indians,Deccan Chargers,1,0.8359375,Mumbai Indians,1,0.8359375
419131,2010,Delhi Capitals,Kolkata Knight Riders,1,0.6896551724137931,Delhi Capitals,1,0.6896551724137931
419132,2010,Kings XI Punjab,Mumbai Indians,0,0.16666666666666666,Mumbai Indians,1,0.8333333333333334
419134,2010,Delhi Capitals,Rajasthan Royals,1,0.95,Delhi Capitals,1,0.95
419133,2010,Royal Challengers Bengaluru,Chennai Super Kings,0,0.125,Chennai Super Kings,1,0.875
419135,2010,Kolkata Knight Riders,Deccan Chargers,1,0.6415094339622641,Kolkata Knight Riders,1,0.6415094339622641
419136,2010,Kings XI Punjab,Royal Challengers Bengaluru,0,0.125,Royal Challengers Bengaluru,1,0.875
419138,2010,Mumbai Indians,Deccan Chargers,1,0.9285714285714286,Mumbai Indians,1,0.9285714285714286
419137,2010,Chennai Super Kings,Rajasthan Royals,1,0.3188405797101449,Rajasthan Royals,0,0.6811594202898551
419139,2010,Kolkata Knight Riders,Kings XI Punjab,0,0.125,Kings XI Punjab,1,0.875
419140,2010,Delhi Capitals,Royal Challengers Bengaluru,1,0.95,Delhi Capitals,1,0.95
419141,2010,Rajasthan Royals,Deccan Chargers,1,0.6896551724137931,Rajasthan Royals,1,0.6896551724137931
419142,2010,Chennai Super Kings,Mumbai Indians,1,0.3,Mumbai Indians,0,0.7
419143,2010,Kings XI Punjab,Rajasthan Royals,0,0.3,Rajasthan Royals,1,0.7
419144,2010,Kolkata Knight Riders,Delhi Capitals,1,0.6896551724137931,Kolkata Knight Riders,1,0.6896551724137931
419145,2010,Royal Challengers Bengaluru,Deccan Chargers,0,0.125,Deccan Chargers,1,0.875
419146,2010,Mumbai Indians,Kings XI Punjab,0,0.43902439024390244,Kings XI Punjab,1,0.5609756097560976
419147,2010,Chennai Super Kings,Deccan Chargers,0,0.125,Deccan Chargers,1,0.875
419148,2010,Kolkata Knight Riders,Royal Challengers Bengaluru,0,0.05,Royal Challengers Bengaluru,1,0.95
419149,2010,Delhi Capitals,Kings XI Punjab,0,0.125,Kings XI Punjab,1,0.875
419150,2010,Mumbai Indians,Rajasthan Royals,1,0.918918918918919,Mumbai Indians,1,0.918918918918919
419151,2010,Deccan Chargers,Royal Challengers Bengaluru,1,0.95,Deccan Chargers,1,0.95
419152,2010,Mumbai Indians,Delhi Capitals,1,0.918918918918919,Mumbai Indians,1,0.918918918918919
419153,2010,Kolkata Knight Riders,Chennai Super Kings,0,0.125,Chennai Super Kings,1,0.875
419154,2010,Rajasthan Royals,Royal Challengers Bengaluru,0,0.125,Royal Challengers Bengaluru,1,0.875
419155,2010,Chennai Super Kings,Delhi Capitals,0,0.125,Delhi Capitals,1,0.875
419156,2010,Kings XI Punjab,Deccan Chargers,0,0.2222222222222222,Deccan Chargers,1,0.7777777777777778
419158,2010,Rajasthan Royals,Kolkata Knight Riders,0,0.15384615384615385,Kolkata Knight Riders,1,0.8461538461538461
419157,2010,Mumbai Indians,Royal Challengers Bengaluru,1,0.9285714285714286,Mumbai Indians,1,0.9285714285714286
419159,2010,Kings XI Punjab,Chennai Super Kings,0,0.3188405797101449,Chennai Super Kings,1,0.6811594202898551
419160,2010,Deccan Chargers,Delhi Capitals,1,0.9285714285714286,Deccan Chargers,1,0.9285714285714286
419161,2010,Mumbai Indians,Kolkata Knight Riders,0,0.125,Kolkata Knight Riders,1,0.875
419162,2010,Mumbai Indians,Royal Challengers Bengaluru,1,0.918918918918919,Mumbai Indians,1,0.918918918918919
419163,2010,Chennai Super Kings,Deccan Chargers,1,0.8359375,Chennai Super Kings,1,0.8359375
419164,2010,Deccan Chargers,Royal Challengers Bengaluru,0,0.125,Royal Challengers Bengaluru,1,0.875
419165,2010,Chennai Super Kings,Mumbai Indians,1,0.95,Chennai Super Kings,1,0.95
501198,2011,Chennai Super Kings,Kolkata Knight Riders,1,0.8359375,Chennai Super Kings,1,0.8359375
501199,2011,Deccan Chargers,Rajasthan Royals,0,0.8359375,Deccan Chargers,0,0.8359375
501200,2011,Kochi Tuskers Kerala,Royal Challengers Bengaluru,0,0.125,Royal Challengers Bengaluru,1,0.875
501201,2011,Delhi Capitals,Mumbai Indians,0,0.125,Mumbai Indians,1,0.875
501202,2011,Kings XI Punjab,Pune Warriors,0,0.125,Pune Warriors,1,0.875
501203,2011,Kolkata Knight Riders,Deccan Chargers,1,0.918918918918919,Kolkata Knight Riders,1,0.918918918918919
501205,2011,Royal Challengers Bengaluru,Mumbai Indians,0,0.95,Royal Challengers Bengaluru,0,0.95
501204,2011,Delhi Capitals,Rajasthan Royals,0,0.2222222222222222,Rajasthan Royals,1,0.7777777777777778
501206,2011,Chennai Super Kings,Kings XI Punjab,0,0.6415094339622641,Chennai Super Kings,0,0.6415094339622641
501207,2011,Kochi Tuskers Kerala,Pune Warriors,0,0.125,Pune Warriors,1,0.875
501208,2011,Deccan Chargers,Royal Challengers Bengaluru,1,0.23076923076923078,Royal Challengers Bengaluru,0,0.7692307692307692
501209,2011,Rajasthan Royals,Kolkata Knight Riders,0,0.125,Kolkata Knight Riders,1,0.875
501210,2011,Mumbai Indians,Kochi Tuskers Kerala,0,0.125,Kochi Tuskers Kerala,1,0.875
501211,2011,Chennai Super Kings,Royal Challengers Bengaluru,1,0.9285714285714286,Chennai Super Kings,1,0.9285714285714286
501212,2011,Deccan Chargers,Kings XI Punjab,0,0.2222222222222222,Kings XI Punjab,1,0.7777777777777778
501213,2011,Pune Warriors,Delhi Capitals,0,0.125,Delhi Capitals,1,0.875
501214,2011,Rajasthan Royals,Kolkata Knight Riders,0,0.125,Kolkata Knight Riders,1,0.875
501215,2011,Chennai Super Kings,Kochi Tuskers Kerala,0,0.23076923076923078,Kochi Tuskers Kerala,1,0.7692307692307692
501216,2011,Deccan Chargers,Delhi Capitals,1,0.6896551724137931,Deccan Chargers,1,0.6896551724137931
501218,2011,Pune Warriors,Mumbai Indians,0,0.125,Mumbai Indians,1,0.875
501219,2011,Kochi Tuskers Kerala,Kolkata Knight Riders,1,0.918918918918919,Kochi Tuskers Kerala,1,0.918918918918919
501220,2011,Kings XI Punjab,Rajasthan Royals,1,0.5074626865671642,Kings XI Punjab,1,0.5074626865671642
501221,2011,Mumbai Indians,Chennai Super Kings,1,0.8359375,Mumbai Indians,1,0.8359375
501222,2011,Kolkata Knight Riders,Royal Challengers Bengaluru,0,0.23076923076923078,Royal Challengers Bengaluru,1,0.7692307692307692
501223,2011,Delhi Capitals,Kings XI Punjab,1,0.6415094339622641,Delhi Capitals,1,0.6415094339622641
501224,2011,Mumbai Indians,Deccan Chargers,1,0.6896551724137931,Mumbai Indians,1,0.6896551724137931
501225,2011,Kochi Tuskers Kerala,Rajasthan Royals,0,0.125,Rajasthan Royals,1,0.875
501226,2011,Chennai Super Kings,Pune Warriors,1,0.95,Chennai Super Kings,1,0.95
501227,2011,Delhi Capitals,Royal Challengers Bengaluru,0,0.23076923076923078,Royal Challengers Bengaluru,1,0.7692307692307692
501228,2011,Pune Warriors,Chennai Super Kings,0,0.23076923076923078,Chennai Super Kings,1,0.7692307692307692
501229,2011,Deccan Chargers,Kochi Tuskers Kerala,1,0.95,Deccan Chargers,1,0.95
501230,2011,Kolkata Knight Riders,Delhi Capitals,1,0.8359375,Kolkata Knight Riders,1,0.8359375
501231,2011,Mumbai Indians,Rajasthan Royals,0,0.125,Rajasthan Royals,1,0.875
501232,2011,Royal Challengers Bengaluru,Pune Warriors,1,0.918918918918919,Royal Challengers Bengaluru,1,0.918918918918919
501233,2011,Delhi Capitals,Kochi Tuskers Kerala,1,0.8359375,Delhi Capitals,1,0.8359375
501234,2011,Kings XI Punjab,Kolkata Knight Riders,0,0.125,Kolkata Knight Riders,1,0.875
501235,2011,Pune Warriors,Rajasthan Royals,0,0.23076923076923078,Rajasthan Royals,1,0.7692307692307692
501236,2011,Chennai Super Kings,Deccan Chargers,1,0.6896551724137931,Chennai Super Kings,1,0.6896551724137931
501237,2011,Mumbai Indians,Kings XI Punjab,1,0.8359375,Mumbai Indians,1,0.8359375
501238,2011,Delhi Capitals,Kochi Tuskers Kerala,0,0.8359375,Delhi Capitals,0,0.8359375
501239,2011,Kolkata Knight Riders,Deccan Chargers,1,0.125,Deccan Chargers,0,0.875
501240,2011,Rajasthan Royals,Chennai Super Kings,0,0.125,Chennai Super Kings,1,0.875
501241,2011,Mumbai Indians,Pune Warriors,1,0.7619047619047619,Mumbai Indians,1,0.7619047619047619
501242,2011,Kochi Tuskers Kerala,Kolkata Knight Riders,1,0.6153846153846154,Kochi Tuskers Kerala,1,0.6153846153846154
501243,2011,Deccan Chargers,Delhi Capitals,0,0.3188405797101449,Delhi Capitals,1,0.6811594202898551
501244,2011,Royal Challengers Bengaluru,Kings XI Punjab,1,0.6415094339622641,Royal Challengers Bengaluru,1,0.6415094339622641
501245,2011,Chennai Super Kings,Kolkata Knight Riders,0,0.125,Kolkata Knight Riders,1,0.875
501246,2011,Mumbai Indians,Delhi Capitals,1,0.5074626865671642,Mumbai Indians,1,0.5074626865671642
501247,2011,Kochi Tuskers Kerala,Royal Challengers Bengaluru,0,0.43902439024390244,Royal Challengers Bengaluru,1,0.5609756097560976
501248,2011,Kings XI Punjab,Pune Warriors,0,0.125,Pune Warriors,1,0.875
501249,2011,Chennai Super Kings,Rajasthan Royals,1,0.9285714285714286,Chennai Super Kings,1,0.9285714285714286
501250,2011,Deccan Chargers,Pune Warriors,0,0.6788245572159899,Deccan Chargers,0,0.6788245572159899
501251,2011,Kings XI Punjab,Mumbai Indians,1,0.6896551724137931,Kings XI Punjab,1,0.6896551724137931
501252,2011,Rajasthan Royals,Royal Challengers Bengaluru,0,0.6415094339622641,Rajasthan Royals,0,0.6415094339622641
501253,2011,Chennai Super Kings,Delhi Capitals,1,0.7619047619047619,Chennai Super Kings,1,0.7619047619047619
501254,2011,Kochi Tuskers Kerala,Kings XI Punjab,0,0.43902439024390244,Kings XI Punjab,1,0.5609756097560976
501255,2011,Kolkata Knight Riders,Royal Challengers Bengaluru,0,0.6896551724137931,Kolkata Knight Riders,0,0.6896551724137931
501256,2011,Deccan Chargers,Mumbai Indians,1,0.3,Mumbai Indians,0,0.7
501257,2011,Kings XI Punjab,Delhi Capitals,1,0.3188405797101449,Delhi Capitals,0,0.6811594202898551
501258,2011,Rajasthan Royals,Kochi Tuskers Kerala,0,0.125,Kochi Tuskers Kerala,1,0.875
501259,2011,Pune Warriors,Deccan Chargers,0,0.125,Deccan Chargers,1,0.875
501260,2011,Kings XI Punjab,Royal Challengers Bengaluru,1,0.8359375,Kings XI Punjab,1,0.8359375
501261,2011,Chennai Super Kings,Kochi Tuskers Kerala,1,0.125,Kochi Tuskers Kerala,0,0.875
501262,2011,Pune Warriors,Kolkata Knight Riders,0,0.43902439024390244,Kolkata Knight Riders,1,0.5609756097560976
501263,2011,Mumbai Indians,Rajasthan Royals,0,0.125,Rajasthan Royals,1,0.875
501264,2011,Deccan Chargers,Kings XI Punjab,1,0.7619047619047619,Deccan Chargers,1,0.7619047619047619
501266,2011,Chennai Super Kings,Royal Challengers Bengaluru,0,0.43902439024390244,Royal Challengers Bengaluru,1,0.5609756097560976
501267,2011,Kolkata Knight Riders,Mumbai Indians,0,0.125,Mumbai Indians,1,0.875
501268,2011,Royal Challengers Bengaluru,Chennai Super Kings,0,0.125,Chennai Super Kings,1,0.875
501269,2011,Kolkata Knight Riders,Mumbai Indians,0,0.125,Mumbai Indians,1,0.875
501270,2011,Royal Challengers Bengaluru,Mumbai Indians,1,0.95,Royal Challengers Bengaluru,1,0.95
501271,2011,Chennai Super Kings,Royal Challengers Bengaluru,1,0.5074626865671642,Chennai Super Kings,1,0.5074626865671642
548306,2012,Chennai Super Kings,Mumbai Indians,0,0.125,Mumbai Indians,1,0.875
548307,2012,Kolkata Knight Riders,Delhi Capitals,0,0.3188405797101449,Delhi Capitals,1,0.6811594202898551
548308,2012,Pune Warriors,Mumbai Indians,1,0.7619047619047619,Pune Warriors,1,0.7619047619047619
548309,2012,Rajasthan Royals,Kings XI Punjab,1,0.918918918918919,Rajasthan Royals,1,0.918918918918919
548310,2012,Royal Challengers Bengaluru,Delhi Capitals,1,0.8359375,Royal Challengers Bengaluru,1,0.8359375
548311,2012,Chennai Super Kings,Deccan Chargers,1,0.43902439024390244,Deccan Chargers,0,0.5609756097560976
548313,2012,Pune Warriors,Kings XI Punjab,1,0.5074626865671642,Pune Warriors,1,0.5074626865671642
548312,2012,Rajasthan Royals,Kolkata Knight Riders,1,0.6415094339622641,Rajasthan Royals,1,0.6415094339622641
548314,2012,Deccan Chargers,Mumbai Indians,0,0.125,Mumbai Indians,1,0.875
548315,2012,Kolkata Knight Riders,Royal Challengers Bengaluru,1,0.8359375,Kolkata Knight Riders,1,0.8359375
548316,2012,Chennai Super Kings,Delhi Capitals,0,0.125,Delhi Capitals,1,0.875
548317,2012,Mumbai Indians,Rajasthan Royals,1,0.95,Mumbai Indians,1,0.95
548318,2012,Royal Challengers Bengaluru,Chennai Super Kings,0,0.125,Chennai Super Kings,1,0.875
548319,2012,Pune Warriors,Kings XI Punjab,0,0.3,Kings XI Punjab,1,0.7
548320,2012,Rajasthan Royals,Kolkata Knight Riders,0,0.3,Kolkata Knight Riders,1,0.7
548322,2012,Chennai Super Kings,Pune Warriors,0,0.125,Pune Warriors,1,0.875
548323,2012,Kings XI Punjab,Kolkata Knight Riders,1,0.125,Kolkata Knight Riders,0,0.875
548324,2012,Rajasthan Royals,Royal Challengers Bengaluru,1,0.7619047619047619,Rajasthan Royals,1,0.7619047619047619
548325,2012,Mumbai Indians,Delhi Capitals,0,0.125,Delhi Capitals,1,0.875
548326,2012,Deccan Chargers,Rajasthan Royals,0,0.8359375,Deccan Chargers,0,0.8359375
548327,2012,Pune Warriors,Royal Challengers Bengaluru,0,0.125,Royal Challengers Bengaluru,1,0.875
548328,2012,Kings XI Punjab,Kolkata Knight Riders,0,0.125,Kolkata Knight Riders,1,0.875
548321,2012,Deccan Chargers,Delhi Capitals,0,0.125,Delhi Capitals,1,0.875
548330,2012,Chennai Super Kings,Pune Warriors,1,0.6896551724137931,Chennai Super Kings,1,0.6896551724137931
548331,2012,Kings XI Punjab,Royal Challengers Bengaluru,0,0.26666666666666666,Royal Challengers Bengaluru,1,0.7333333333333334
548332,2012,Rajasthan Royals,Chennai Super Kings,0,0.125,Chennai Super Kings,1,0.875
548333,2012,Pune Warriors,Delhi Capitals,1,0.43902439024390244,Delhi Capitals,0,0.5609756097560976
548334,2012,Mumbai Indians,Kings XI Punjab,0,0.75,Mumbai Indians,0,0.75
548335,2012,Deccan Chargers,Kolkata Knight Riders,0,0.125,Kolkata Knight Riders,1,0.875
548336,2012,Royal Challengers Bengaluru,Rajasthan Royals,1,0.95,Royal Challengers Bengaluru,1,0.95
548337,2012,Pune Warriors,Delhi Capitals,0,0.3,Delhi Capitals,1,0.7
548339,2012,Kings XI Punjab,Mumbai Indians,0,0.125,Mumbai Indians,1,0.875
548341,2012,Deccan Chargers,Pune Warriors,1,0.95,Deccan Chargers,1,0.95
548342,2012,Delhi Capitals,Mumbai Indians,1,0.9285714285714286,Delhi Capitals,1,0.9285714285714286
548343,2012,Kings XI Punjab,Chennai Super Kings,1,0.5074626865671642,Kings XI Punjab,1,0.5074626865671642
548344,2012,Kolkata Knight Riders,Royal Challengers Bengaluru,1,0.6896551724137931,Kolkata Knight Riders,1,0.6896551724137931
548346,2012,Deccan Chargers,Mumbai Indians,0,0.125,Mumbai Indians,1,0.875
548345,2012,Delhi Capitals,Rajasthan Royals,1,0.125,Rajasthan Royals,0,0.875
548347,2012,Chennai Super Kings,Kolkata Knight Riders,0,0.125,Kolkata Knight Riders,1,0.875
548348,2012,Deccan Chargers,Pune Warriors,1,0.26666666666666666,Pune Warriors,0,0.7333333333333334
548349,2012,Rajasthan Royals,Delhi Capitals,0,0.26666666666666666,Delhi Capitals,1,0.7333333333333334
548350,2012,Royal Challengers Bengaluru,Kings XI Punjab,0,0.5074626865671642,Royal Challengers Bengaluru,0,0.5074626865671642
548351,2012,Mumbai Indians,Pune Warriors,1,0.5074626865671642,Mumbai Indians,1,0.5074626865671642
548352,2012,Chennai Super Kings,Deccan Chargers,1,0.3188405797101449,Deccan Chargers,0,0.6811594202898551
548354,2012,Rajasthan Royals,Kings XI Punjab,1,0.8359375,Rajasthan Royals,1,0.8359375
548353,2012,Kolkata Knight Riders,Pune Warriors,1,0.6415094339622641,Kolkata Knight Riders,1,0.6415094339622641
548355,2012,Chennai Super Kings,Mumbai Indians,0,0.6896551724137931,Chennai Super Kings,0,0.6896551724137931
548356,2012,Deccan Chargers,Royal Challengers Bengaluru,0,0.5074626865671642,Deccan Chargers,0,0.5074626865671642
548357,2012,Delhi Capitals,Kolkata Knight Riders,0,0.125,Kolkata Knight Riders,1,0.875
548358,2012,Pune Warriors,Rajasthan Royals,0,0.26666666666666666,Rajasthan Royals,1,0.7333333333333334
548359,2012,Kings XI Punjab,Deccan Chargers,1,0.8359375,Kings XI Punjab,1,0.8359375
548360,2012,Mumbai Indians,Royal Challengers Bengaluru,0,0.2685866154426,Royal Challengers Bengaluru,1,0.7314133845574
548361,2012,Rajasthan Royals,Chennai Super Kings,0,0.125,Chennai Super Kings,1,0.875
548329,2012,Deccan Chargers,Delhi Capitals,0,0.6428571428571429,Deccan Chargers,0,0.6428571428571429
548362,2012,Royal Challengers Bengaluru,Pune Warriors,1,0.8359375,Royal Challengers Bengaluru,1,0.8359375
548363,2012,Mumbai Indians,Kolkata Knight Riders,1,0.125,Kolkata Knight Riders,0,0.875
548364,2012,Delhi Capitals,Chennai Super Kings,0,0.125,Chennai Super Kings,1,0.875
548365,2012,Rajasthan Royals,Pune Warriors,1,0.8359375,Rajasthan Royals,1,0.8359375
548366,2012,Deccan Chargers,Kings XI Punjab,0,0.3188405797101449,Kings XI Punjab,1,0.6811594202898551
548367,2012,Royal Challengers Bengaluru,Mumbai Indians,0,0.23076923076923078,Mumbai Indians,1,0.7692307692307692
548368,2012,Kolkata Knight Riders,Chennai Super Kings,0,0.125,Chennai Super Kings,1,0.875
548369,2012,Kings XI Punjab,Delhi Capitals,0,0.125,Delhi Capitals,1,0.875
548370,2012,Kolkata Knight Riders,Mumbai Indians,1,0.6415094339622641,Kolkata Knight Riders,1,0.6415094339622641
548372,2012,Royal Challengers Bengaluru,Delhi Capitals,1,0.918918918918919,Royal Challengers Bengaluru,1,0.918918918918919
548371,2012,Chennai Super Kings,Kings XI Punjab,0,0.125,Kings XI Punjab,1,0.875
548373,2012,Rajasthan Royals,Deccan Chargers,0,0.5074626865671642,Rajasthan Royals,0,0.5074626865671642
548375,2012,Kolkata Knight Riders,Pune Warriors,1,0.8359375,Kolkata Knight Riders,1,0.8359375
548374,2012,Kings XI Punjab,Delhi Capitals,0,0.43902439024390244,Delhi Capitals,1,0.5609756097560976
548376,2012,Deccan Chargers,Royal Challengers Bengaluru,1,0.7619047619047619,Deccan Chargers,1,0.7619047619047619
548377,2012,Rajasthan Royals,Mumbai Indians,0,0.125,Mumbai Indians,1,0.875
548378,2012,Kolkata Knight Riders,Delhi Capitals,1,0.8359375,Kolkata Knight Riders,1,0.8359375
548379,2012,Chennai Super Kings,Mumbai Indians,1,0.95,Chennai Super Kings,1,0.95
548380,2012,Chennai Super Kings,Delhi Capitals,1,0.8359375,Chennai Super Kings,1,0.8359375
548381,2012,Chennai Super Kings,Kolkata Knight Riders,0,0.125,Kolkata Knight Riders,1,0.875
597998,2013,Delhi Capitals,Kolkata Knight Riders,0,0.125,Kolkata Knight Riders,1,0.875
597999,2013,Royal Challengers Bengaluru,Mumbai Indians,1,0.5074626865671642,Royal Challengers Bengaluru,1,0.5074626865671642
598000,2013,Sunrisers Hyderabad,Pune Warriors,1,0.8359375,Sunrisers Hyderabad,1,0.8359375
598001,2013,Rajasthan Royals,Delhi Capitals,1,0.43902439024390244,Delhi Capitals,0,0.5609756097560976
598002,2013,Mumbai Indians,Chennai Super Kings,1,0.6896551724137931,Mumbai Indians,1,0.6896551724137931
598004,2013,Royal Challengers Bengaluru,Sunrisers Hyderabad,0,0.15384615384615385,Sunrisers Hyderabad,1,0.8461538461538461
598003,2013,Pune Warriors,Kings XI Punjab,0,0.125,Kings XI Punjab,1,0.875
598005,2013,Rajasthan Royals,Kolkata Knight Riders,1,0.3188405797101449,Kolkata Knight Riders,0,0.6811594202898551
598048,2013,Sunrisers Hyderabad,Royal Challengers Bengaluru,0,0.26666666666666666,Royal Challengers Bengaluru,1,0.7333333333333334
598006,2013,Mumbai Indians,Delhi Capitals,1,0.918918918918919,Mumbai Indians,1,0.918918918918919
598007,2013,Kings XI Punjab,Chennai Super Kings,0,0.125,Chennai Super Kings,1,0.875
598008,2013,Kolkata Knight Riders,Royal Challengers Bengaluru,0,0.125,Royal Challengers Bengaluru,1,0.875
598009,2013,Rajasthan Royals,Pune Warriors,0,0.18968957287727065,Pune Warriors,1,0.8103104271227294
598010,2013,Delhi Capitals,Sunrisers Hyderabad,0,0.15384615384615385,Sunrisers Hyderabad,1,0.8461538461538461
598011,2013,Mumbai Indians,Pune Warriors,1,0.6428571428571429,Mumbai Indians,1,0.6428571428571429
598012,2013,Royal Challengers Bengaluru,Chennai Super Kings,0,0.23076923076923078,Chennai Super Kings,1,0.7692307692307692
